Time (ms),ETI,IR (counts),Red (counts),ECG (uv),Ax (mg),Ay (mg),Az (mg),IR peak,Red peak,ECG peak,SPO2
1503,8080384,-833551,-3510399,18.47,175.0,-963.0,-933.0,0,0,0,
1546,8080384,-833572,-3510372,18.441,173.0,-967.0,-933.0,0,0,0,
1546,8080384,-833762,-3510413,18.42,173.0,-967.0,-933.0,0,0,0,
1546,8080384,-833722,-3510429,18.441,173.0,-967.0,-933.0,0,0,0,
1546,8080384,-833740,-3510490,18.49,173.0,-967.0,-933.0,0,0,0,
1546,8080384,-833760,-3510411,18.443,173.0,-967.0,-933.0,0,0,0,
1546,8080384,-833613,-3510460,18.414,173.0,-967.0,-933.0,0,0,0,
1546,8080384,-833632,-3510451,18.466,173.0,-967.0,-933.0,0,0,0,
1561,8080384,-833742,-3510428,18.472,170.0,-962.0,-931.0,0,0,0,
1561,8080384,-833662,-3510434,18.437,170.0,-962.0,-931.0,0,0,0,
1561,8080384,-833628,-3510401,18.417,170.0,-962.0,-931.0,0,0,0,
1561,8080384,-833619,-3510380,18.442,170.0,-962.0,-931.0,0,0,0,
1574,8080384,-833522,-3510515,18.482,167.0,-964.0,-928.0,0,0,0,
1574,8080384,-833673,-3510417,18.438,167.0,-964.0,-928.0,0,0,0,
1574,8080384,-833746,-3510390,18.418,167.0,-964.0,-928.0,0,0,0,
1585,8080384,-833584,-3510492,18.47,172.0,-965.0,-933.0,0,0,0,
1585,8080384,-833604,-3510462,18.467,172.0,-965.0,-933.0,0,0,0,
1599,8080384,-833692,-3510444,18.434,170.0,-967.0,-933.0,0,0,0,
1599,8080384,-833430,-3510508,18.428,170.0,-967.0,-933.0,0,0,0,
1614,8080384,-833750,-3510455,18.448,170.0,-967.0,-933.0,0,0,0,
1632,8080384,-833737,-3510437,18.486,166.0,-967.0,-933.0,0,0,0,
1632,8080384,-833708,-3510390,18.433,166.0,-967.0,-933.0,0,0,0,
1632,8080384,-833683,-3510505,18.412,166.0,-967.0,-933.0,0,0,0,
1632,8080384,-833562,-3510461,18.471,166.0,-967.0,-933.0,0,0,0,
1632,8080384,-833756,-3510460,18.47,166.0,-967.0,-933.0,0,0,0,
1632,8080384,-833494,-3510516,18.444,166.0,-967.0,-933.0,0,0,0,
1645,8080384,-833615,-3510499,18.419,169.0,-963.0,-928.0,0,0,0,
1645,8080384,-833665,-3510415,18.449,169.0,-963.0,-928.0,0,0,0,
1645,8080384,-833691,-3510390,18.48,169.0,-963.0,-928.0,0,0,0,
1662,8080384,-833527,-3510391,18.442,165.0,-964.0,-929.0,0,0,0,
1662,8080384,-833585,-3510435,18.432,165.0,-964.0,-929.0,0,0,0,
1662,8080384,-833641,-3510422,18.464,165.0,-964.0,-929.0,0,0,0,
1675,8080384,-833649,-3510444,18.477,174.0,-964.0,-928.0,0,0,0,
1675,8080384,-833596,-3510409,18.444,174.0,-964.0,-928.0,0,0,0,
1675,8080384,-833626,-3510452,18.408,174.0,-964.0,-928.0,0,0,0,
